summonerName,accountId,summonerLevel,puuid
LegaI e Bonito ,h-27-SHTtBWT8ubS8QvqIf6khsilv3cZxJrNYUyiJ3aJwHc,324,pAin6S6YCxE2zrenVwyY6SEDP-xGrFo85BUCoOohdEY9G-oIlADa4I5y7uQBHZlRlCrEJYoyWdMPoQ
Isäd,HDQiS7QixnqxDDHiZmHf2c_OkBnxr-y5CfFRnB6_bcs7,147,g2brujk4DE0t0_Ezj9nnp0Gvxk8xE-V-YdRq715E8eVA5-xpxnndd1veP1fPEcIUF0M2_SUuCIvGow
Br0ly,uo_FJS7qbjrOZ3AoJ_HJybmI440SIwaJe-v1VUfxX7c1,276,vDDbyDh_6gtuilHrRrR6zwunSeP2sPjPGBKn0VMWox13e_GtWxCf-5FJMSzQuDAY7sowJF7H9p1ugA
midos,K-qWe1rhGR-vj_-ej4sNsb4lW4tQ63dJUm0c31WeU3Di,500,vZ92RxXYDKm-RnxVJvApXg5nHxO7pGjdzkDPNK5swAUtXRz33yhPQoTbU8LT65GAQQKkxu3w0SnL8A
l Killua l,ENa4vCBJP-SF9XEmrXLH3_lt3rHG9qzuDwfSDX00nGpk,259,Ay1YfVvo-OCBZoAxv_uzxWboKxfNHVQc-JRTQ672vlOnFUJjWixuF4A9Hd_Mb2Zd1ls8pyHYzNIy_w
Ribas tfpn,hJECwD3KFCck0VRJN3grS9KXAeWrZY6CwEppxVwuptAI8rA,229,k6navlypvZfasthqGKg8nWi8p5GqORgPMKcursVjbwlTMym71TSamIuaMU5tHyVG5IjPPNHliWBJBg
oGALOdoMEIODIA,HTy0_aNQr9uKeVOmjT_CSVCYmDm4xKxD2S-sptntLNaB8ZM,77,ul1l06fVTz0QvOks712KW6Q2d1iRWy0ke2LCrjTrHdBikC_t_vQToIv4t7YXrExWouZWGn77ikXe1A
SBG Fear,nT9ItFbZ-p8lkZruHZPW71ntOWlOgbUJQoeFt00r6VTtsYI,297,E_shvVPdMGLGZ7on6AaQEbZ4DvrIUMZjHJ5aFLVOEdP8iseW-6d3ekdURiaOfqQio3swkWkyWIqUOw
Jãooooo HYPADO,LNy5vqZibOLuNy1xsOLEhpPWnA448pUQH9ZaZ3ZF0Nx9wZ8,160,Idsv6lkb1VfJwNe1WhHpccBn52GkPsQdWA6V-Sj881rflz_hTy7YRAQcVLlxsXGepGhU6eFYvm7QXg
wish me luck,WcdorQ2QElOdiOmwey4H75vfUs53U-SlSz8t-rfmTFxhgaM,144,CJ5oDjfHarUjaefngAdGYrJv41y_PT9Cr3thJEPViYgYeAXMheD3fUeTy_eeEkJIRV2XaxfI3nB_jg
EU JOG0 DE TUDO,-RHdbG5ZvJ1w2A-X3s2jrs-YL5oCCKYAlysUNjsYszk4gtc,408,p_4h-Cjzv4qiGFo0tKBQL5hBM8ZGfyzAT9PCksN0Nv08qjXyLVyHeMXULHCr1lb-5bcd1D5MCbmuRw
dnL            õ,Z6ClWEkO_jBwzO1y12gbJHJOphSfAe8h8dGg5r23wPjot8U,499,mqAhpYARNs5qyjX-cbGgUc9SbxzJu8qI0y05gl8IeBp7uCQQbcJr35UUWd1hJdcsAmM0bDruH8CYzw
xXComedorDeMaeXx,7RRl_ZvvWkiYfXSUFJJp55uLUhaIpNrXoTB_m6vlM0F5eL8,78,8o4wBTllLKCyaYbd3PlAQ_0A7U4FfvwHyZQpptLnZQrDYr0FdrDD8NxYaJNtGw7aReE-TMO372cnTQ
FLA JapaTT,b06axQY7SofjtnmlVbRM6lzRuKDAlcKaVV14zwPPv2wHIVM,158,BKQEGTaEauWZB-58KqV9vNAQ1VktDHr9j0BKxfX2dUv6KYeTzHQv8asBX3O15IJsRXE_kfjkdLeYmg
SixNine,BbTB9gjJCuxJru2ZsrWkrvl11qIovsO07udtXLPAoBDcwOM,94,U9PyxkuHxl4-FFRMPEh__KRMQJKJqXaczjBYmbnqh5mIvafUGL86oQCf48W-CNNgXynS3QXSipnu9A
Daryl,Fi4olYDhuNCEWQyzOr7VzdKCZYED1F_f8U4LAKHT9OfvjPI,247,K3z-oKzMpQ3ZO-cMGfeNOp4uBo648o9sXrEhbges5n0bdQtRwU4ZXuSJp-0GCQPtykCzMvFH0ZhZcw
Mister Ju,83IHmwhTkOsXgDOff6QtLzHXt6IudgUTGscM_rRbjqumGuA,58,dTCKnaVns7g4jvQjRrRZLAo_abyl8WIJmCxM7zE1PoWJzt3uuAgiIvffYe2eM2d520WthSuywjXOJg
PSGNTemChampiosL,AV-fI_qHAHYmBBcJlbKng5GPiPPzMtY5UYRsPsOBkquKpaw,305,hMGRoVox9R7b9322gF4dbiAiKkiQz9P8kiTNl87Hx5WqHI6-Ac0P3Fal7_GUvlK8gZMyRYkoYvBFIg
keria,h-A1s5KNAUUoqda60wqqk0d3Gj0bubHaqN8-FGCS5cfueIw,692,ojx4358ZV4Xj2u6D9zIP9ASJxbFh_AKGjZgoqKemk0Z4RCG_UfLxuXhzvyKyZwlibVWgs4k8-hY0tg
Perin Destruidor,Oep2loRgMMez24zFAlxMpWqLyoMPaBoFMSH6EPVHIz7TpmE,224,U4QFv9Xqq-l8t5Aiq6eVm2bqwr5sN0jUUuNPjDrGkabHsuQ8TpQr9ZRzcoUlXIvtVKCB-sR0zmZwgQ
É O FERREIRA ,7ZVvU4Qu90X7wLnF7rQ_6p4htVENNS_NYDXlAifrReeC9W8,239,0aPLwAHWy3YWoR4SGZaePfPRK6rKRZElB5h-jz-cVie0AR85uXB310TPnizDjRHiSEvUmR9dvwN1RQ
Janna Jana Janna,0-0irM82Yyb9ls9AQ2PGuGHjqn2pWBFVAuKEjM4qXeu5zHk,334,xo9H9-nK8p0qks6P39ceIIluPBqAGujYR1YZSC_JqWZxYD3HeK5SvxS9ZKIZhp8PBUijpTG6AQd4jw
Heidi,nPfzEdB7ZF8GhWYQdYRzmDdaWPbIpmNr34WiGEwNN6Tno6g,218,uwELScS-_RaQm22yVYaBZVlVuakNYZ3eJtzqpPdVfWSYVkaSq-G7a_d_Qn3R65-HpfAlJQ0QHVGL3A
AWG DoDrezz,H3yrrZFvaBJtRApPr-GvjstYtPmlwzOOQX9mPttf9VH825k,201,5SmDa9O-YBAZ3zt60MSNfh7-nxwtnB3Fi0pJKHSB5q9iR3d2j7ZF-ulfrZ-wRTwlCr51M8XZ-yKenQ
Patinhuu,bR0M7snB-Fap_pxUZqeMZwazmSVoUQFk1DagP-xGTF3gYAQ,535,uo1hS2LjjfpRCoAQiTa1d8rFufJZbvR1GwZwaS7Nyt95_02JaasUiMuKmXKHEHaLQf33aNvRcss_-A
Fogoosso,uG1BQWyktRKfAgdizlT-XJInIwxmB8D7h2t-1Bt_FtoUkxE,209,HQecg56nUiHpj-vBNf9VqZS_PaUQlplZ1RogEuNEx463rlhKXbf7GwZCF4tNDvxrqhVhzHfStHd_fA
Saaint,l5AEYWt1213pfmFsrU8xRXYkyT7-q_QMMWJvWKO7CgdBRQw,410,sOZKurXgJ4p4towb-J7mLZ5eUXrHbIPK1IuKrlPUOz4KNPeaeK77zldw9jjALiXravC-AmcawWHBKg
iyu,rSmmygwHfwfrt1uk3tiocy3YWWdfJrLpnayty99b8MT-4Q8,217,FVH_mgUIJzUKIVFAA6gj0iVa_eHL6OCHdM7cI2TkIgSajkNVBvvfiF5qwZEEbrpRU2OfnJvT3efvwg
Nikeira,iMrkPI5R1_BkFinx95m8CMRiz9tD8xuRiSaS1HQC1sUwH_M,262,FVa-3NhaiTGIG3nu1Golxd9ORJpnLP_HY2yFCkQ0Yn8jDdOnb2roqZKrS-qnVLDNPpPZPSHEh3iB7Q
NHG Energy,UJao_0fLBq9QVwgZWj62fH5nupph_kMSduIZURimoEvCHjk,337,CRITL-KlwisgMcu9fWjFv1JEt7STTJVHIgJ7xAQAjXRQ9lFofxeAIBJxJH7Mh4p3ErdtB90W8EdN4Q
Jast,l4SZBJfjVEpEb-ffYkomGakz_CpFBpSk0TA2cBypx488_ZI,218,LmdZCBL6ypBqI9S599VuIvE6icN291CH00RWUU1tB1U7JNpUyzauXtPHIndINDWLoTIYnVUySfvn-A
acredita,MgROoqU33H7iI6RGDF_NDet6ANDhPvCkj-ET5F6jb7F3R1M,240,bmXabfFO8o7FMZUYOHv81xy3tjAEnm8I1SLKSuyWB-mtz_GBAgthT32_pKc-Xiu0pWy63kkJy5zcUA
The Arkadiunn,Syr4_0HJxgKYH8nenYHGXpo-sZLqXCqUs8Pv6dZFU6R4z50,203,BPE9C3CoKa6XGjrMpeTg530490fGWLEZ0UurdbhasFRg488h83iCSjQTwOrybrCHok9aLsXdhrhFXQ
DaanDy,JsbtrkyGcbVtxI6QJCWTs_m7lg478lxiWSOIxs0WHaJfKkU,119,somJuswJMESx93q-CNvPj7pOThXICA8-YfNShd100NxZ3pOKAQ3ct580CRuJTF25LHvqi91N9tK-iA
cupom laranja,JcVefrhfv5aSRAfg0AS3ls9eT8_hiBLhHzhhWkwNmg8peX4,289,-7svOP2cxl5sCm0sGazNSVwC-Od2g8kOhmjejj-UAeY28f2WXdYbpJvhVN-CiAItoz-fABMUeX7MEA
Arashi desu,6jxVcnNk0sPQf4PJ3XGMnEtOjyYQoCW9PTIKEKLtBUSP-I8,201,5SSjjW63FzIEIoa_aTGpX9B1_iYa0oCz5YNTHotbIQ7ORBXE7oDFLUBtSNtaUO4b8B8-gImidb20Ig
Hyve,fb8QaTL8Z86TYiH0tFsijpzA7IxnyWWgw2K496m-1NT2hAM,251,MyCllIJaMCAb6mwarfvpY94HIoaDynk_Mfn-l_s4MNFAx16-9zE8KRB-rxtxR9Ek6nLDeUNfWH17Og
 K4IOLO br,HdKxVbSUsPHq03S8kBPttofFdfdIDySIKPWaANi05qKlvM8,399,WfgwtDcV-fGbOKx9E_VMrHwBNl7lu_7lyS2aXx3ITyCL34gf-hjb53RAGpUNtNxEnQPllsEJJALS9Q
JC9,esRKF71-JsoacLslJTfmpJ9YODWwdVz0kz5AwBjuB6_HADE,466,iv63bA2fk1YgsyjG9HTOCdMc59bWCNBUwan-8Z87SUkHpmqAtFi_XVTvRPcjyfyWPg7jYLpGy3QAfw
Joel bolinha,5BD3n2G1WHvl_eGRTgl0vRSjlnCPEwbGTjlTXI04B6u97nc,62,xx4k04kWs81mHwZG6RpTGJNAxEd1v0HV1yLBeoVqEAKLy69MKYGY2ynPEpbANqFus1fbW8evasMHDg
Uga o main Udyr,t4Z_p-dOmahh-OXAZBRu8OnAkuSPg9VLOsfJw8IgQAMQK_s,204,16xmZKQb2ZJXyav-sZF8tqQR1ZxeIm-0Uk5CgixZugYhb3qUhB0b_G56jfCrHf7JAbh8MBgUpeP6HA
Jay HaIstead,o93uKDLOMxehlckOqrfJ_DKEUUyb0KlnfUDUByoBJ7k_uCY,164,_y5mUtXw_sPxJ5hLNO140ydfCLhq2yMzI0hnnZVzo-sNkOYq2PPeWdm4Yq4l2j0qH6MD11JUeyHCjA
Yukki,93jDbXas5d2nU7S7pxdFjXJ0RyqCAL6Sq88WghXgrQGPRho,427,L0HFACxI2MHGVjA29hzK1c1zLuVaDIreg7rx8lUDqpQMpUlJUV6q5-uM6qoFL__QFsV3BRYKmIJIRQ
HMC DARK,gzujY3jbSZ0qX2qyGnhr2Mh1trDTENHub1nf42ifpQzXoK8,264,oUEHT2jP-xu2AyC1GechlNqQzEfBjoFaD2wg_Tb9QVNzzFtqpf64RH9EzUEHIrQVUURDRj3rzC46_g
O Optimus Prime ,XLdsh1PqPoI_FCXMsnr_IB-6EDuel4Ud7EpAMVXxthrqWbs,212,TNK7quBDj1DE6TQGv35NMwqOCnYoo5-DiZWgCveQoPYTOp3KtYw5o3MgSPG-D73ubk3WSc9-ctVPAw
Apenas o Lopes,bYINSvEa_jgdl2Oojtq0P6cDl_2gjaII42lNTu0QAGcRbg4,204,jBxVKr5wjvikqvYPzIjKitg5kz9OETpG-vFGcSKqn-oPJVBTGvEBGAtm3MHnMuL6kON1A1WwrTzi8w
Agressive PIayer,59jnjDszJHlM4NMmrmIgG2lnmkoLLul6_Lw_yw0hAt4sJYA,353,1qLF5Ijs756VH-W7CO8ntpYY3dI0G_xZfETkKlyheBcBbvQa2XLvwDZWozgqjkIsTvP67NKeJ_tKiA
PingoLingo,W3QGvu7x2lXTj1HJ_OsvtFAF76GQDB4AKDojWfJcdhaQzgI,447,dcqs_OQtUjWDIvaHg9wNDex0CjpO0uNSsPVGkN6h18Fx1nRBdN3ukTVNNO318-eoKrG5YpTDovSZPA
Cold e Calculist,AwmCKQfnsa9WX5_hw-PLqc1gb5ZhgCOFJ4ZgzH32os23AHk,175,lWM29EmDue7FIzs5tXJxIGF8xOCXCiErTx1siVrm7GAwLn5dpLfVRu5cVOCEe-Y1YdNEb62CBA6yhg
dëxx,FuHb_Q4uvJ_IZwVDt_WX9gVmMpje59GHIv_A7fNRXWrF8ew,232,TQvbusq1r7kmex8XRhMIeowyKIkAbMD7onQH0o-_aCYgGXieuBk5KPAKYk_ONsC0X_4sIgf00FiEjQ
Ühtred,CzhphRsQqbJ1y-1fzCLU0czzsIFiXyQAALlA2cyyEodHI4U,294,sT29i163Wazbqw9MwawKcoosbJ2J_kyqF18WUjKsgowJJTZGk16zPXDSFgxJxaf77zZ84nL6I73Gew
 Demon of Chains,1hOEzPRJ5ANs73NciAFq_hWpvAMx4LME4gxWCckXsRsBI-g,237,FC74HIj6SncSdJBq6Tgv1-hFARMe7GZfFgv4zQq8MahvhWMt-AsSWR-KY59aMaVTfhvy7Hp8kNW1Ag
Yuck O Mono Ekko,4tUlgW742agM8P2fheiwanMurc5XGUV6GrJdSC41NtPg1mo,119,2WMpqWuQZ_jun7HIT9H28pgRoFkytQv9Jcr_fXmyIv_DQmcqFnvoazdl5Fg6I5oprxd69KvS5BKRLQ
Alícia Angélica,0bnTs8ztNwGFysRwDVB6w5JGRjFbSUebkj3kUVEskX4F6go,120,bFPPAm-wQnNOMUT_l2UI3i0e3HqT88yhV4dicnR2u_1kLmx8vCcNabgC4u0-_dmpYxcyVEVEqo0yTQ
miguelpentakil,kexAsjPHVlw2vlRsyH5fKfeCBg36hxdxl-sHDxNniMpLviI,96,EFLAQRV1vozjJlX1x3dcXvcxidIgGEWRdbwuf06CpkbZlwdahq7e8GkyWnj4CsT3H6Ug2ejXHCyV-w
Random Diana,jSD3ERsPIeZt95sKM7GC2kF6TZP7BPdKzghl2Kdfmw9wLIk,54,v7ToEyhGqF2naBhR6RKK6Vb74j2hFIdQsQFEzaAFvB9vaZxxNX4TIQ7M6fYJQUo3e8UpxnkZBjupmQ
cabret,gMZuWEvtA9XhEWhyd30-JejcycvVkF0rBAJZiyweR0wOdec,272,gfM-YyFCVgU-Lv-DnwQrZk5Sr0QFzVcDvfrxmo6a-1NM5_llRTXLbVldvW7Tj_4h5qWMEgRqr_Mzmg
LuksDN,ARZ-ZLCpsfKGPgkehVa4eLxeIxBRatMjogxK-0FUSOMeG68,375,Gw-RYtTu-IjLvE4XezHs_8Nrw0E2Nq1h_5SMts9djO-mqgxbJ-tUkvSVqqyy0OHO5SxBtg1YDgSLXA
KBM badboy,rKlJJzl_TuZOdwVoBfvnd2GqoRWOaX6IH7Rxx03-O8Xbr9o,131,h10TKJjpgaDKFWiUnf_edyJvCSoE6on1mewZyVny7BL6flwaFCS8CIpu6_zncKxpRsK-maDZ6e6ghg
Paratempos,zG28qlW4GCkQuV8piXnegFFts5oO1w8L2E9aQY64HfBkUzc,241,fDVTnK46oWxt7xAPS3nlhFM0WnDpNGPzvImPVjhK5HHB-zfer2qb1ov0HQUSkIqWWsqgX9F_Rznt6Q
polenguinhosexy,tfa7pX7t4R0UeSFYjnAoEeLC_rcpy1vVZPNtO7UZrX6ljFU,58,VPnjhbhiEX7KSS_uBDIA5vTW8OE8BhFKq49a8wkGubmE8KZAiRk0H4Bt4Etoj8mFf7mhPYis8kxgaA
Curty,CmhE2MBTzOrkEwBU7Gql393wYeeRRPVvIb5moiBjc5_lddg,380,ZQnKqNEAGKF0MRjpoUL8NS9iBieGNzsye-xHs7X9dR6BO80xATDn8u0kfXAJBmI_-wfQ5FrN86uDSA
The Of Last,J4hpf30v35at6iR_R2ljRtHBv7yFss5BPe0q6kt2_N6_ROY,84,6sUp9kFFmqoXoftj0gfh-g8XB8LgxWneJ285V-6k3V50ahGBznQyDUreG4vMxo8zjbhsBrt9htKXvg
Tüzzin,4sfMgmtWCpfRzvurlb_3jXF5t88z5OiOiKv7ydshTNsJ,267,6lMmElDjj5Lu7UZSpf76cLrtO9wv1xY9l1MN60k_Yn4xwc1OQZ-ODEXAjwgTxrXxPflPlGMdw9gQYg
Keima Katsuragii,hic-2z1xBZ8HF7gyIk2XicLO9jQ799ojImzf9kLDmd3Eg6M,80,4ZIz-2jXvUo_fpPoLvuRWWARD89Myd4T8uhOxeQIT0WtTkuqacX5TfEWMqugpP0mXF9XRPQm1c6pvw
77 J E F F I N ,kVF9y6URYSvHZWGRBOrA7d7bPwN7BZ25NeuLyAUjCbVeduQ,175,XOspMkN2U5rXZZlVFUgQ5vAdE8EcQMxw4cFXRtHugeOfdZfDe4Hd5NWWAH84SmriSMn88GRJ8zICRA
NEYMAR DO SECSO,xtf32Fmm-YyBreUvrRWHsa-s_ATvbR78To7VMXveMl_nYzg,292,i1eUDNvE8O5XrijrbrSlmzbw5UipytGuRRtqj9vPBy1VQniQJCcBE8CyVYB3yKoeaNPik9atkIPwCw
Kra15,6iSdoJMUkjfUIOAxbEh930tr6n1TW1VqH9ZjGmQk-zO5SWA,78,b82VXw3vjmsEdP684UwqzVhKJoMMExajxM9CXqulT2Nv6QeSJ3b6n4RLcK-_1iX4lElze_OtRVvE_Q
Yonecchan,I7-g8mMSVkL2m5Xm-_LeR3iOf2ID1-1w0tTLToQuWGLvmis,217,IiUOOSIKEGxO7Cf3k91gC6XAmZc1GNnoMICYDwy0Ja81SRwBes2xny8bytugG9rAdKatR8gXRLNRHA
MarkyM4dy,8zTlHm4DiSv8Nl_NWHmGIjDLoJGnl384X5y9h6VQAkqwh2M,152,REWv8q0GHnnRLuHg3hYnXpljHpGX80IKOweOm8i-BCsjuExMMeJj0_v-hcEPldUi-5by5m6JoqE6Rw
Block Machiine,on7EbBXyuD0HKfmuRrstAjDxYxnfqP9yCz7YXH4UNUTgscU,247,Mx1HQETsS9-19Oqs05EyZBxjw2ftJ8vrTOXR3prXiQz5oN0N9Oevly44Es5cSaivLEGtjaqVmnkVtw
Ayapo,bWIVmxUC7zXqXjWazDS8OEp_238lFwG4RWd5aUBH3T4cBtk,182,jtPEqP--Qq5O1vHRzQl_-G2IHUjN7_f8nmAPf-hP1QueTK4KWhG_rsqO5LKIWuJl1TD19nAnLIcLuQ
Royall Demon,fluiELiMAnuWmPboncta0-qkZ5iYYtT8eiwE8X-VddtEzgI,372,m-a_Z2UaCdWpaasH1KF4Mya15omAK_efRZN8z_EtbAKdHCBRNuypbxaSqW05BRxG5FsmOKYKiVKTzw
Ayrton Singed,IoMMhgSCi5dSKh1ij9YZfBG3zxk7YBx2JUYL7Bfoiajjz_Y,177,eHRYlT2Hqwoppj8ufdtmTEtoBtI2Ps--lH2lvROz3Iw58j3XMlfoAFyqnZzD0f_G73nMJaJdv8PZLA
Cabral Malvadão,RPMqJIu-wSQcysSAwizOA6EOioQx7fyS6PgjbCQhpjYzIJI,420,w_rGDCv232kHaeT5_iAln8GT_uRKHfmHp8SbcCVSUZBGA27ywMxJdf5RR-LOnz5A7D13VwhCf16GHQ
BocaDoInferno,1Riif-sg0GpNMdr0ZywrGzgWKnip4GDRyTFanco9xhl5ohk,261,a9lxOdXw4gpMs7bcIcObR7g1RDX2cpTqYX1dMk0knFB9FsB9d3V3bFrS3k-LjOwPkgjeV_BeqJKszA
kaze no oni,vL6LGceuQk0CC6laCr2TRqSQ5YmXKZeTQ5K5lqtm8w3xef4,291,G-E_fN4DPa8UrMx3QVXvTE8M_qbCyq9hb8t-hdv2rHrBTBgg6zaSYuZLR5gHisDdi1BOlSnIocpzFQ
TE  AMO HELLEM,suHVP7oe_gxFuTSfIh-rs3P6_kn-DEVzAtp6hTwjux-WChQ,190,4nfY4Pnux-fL35Yj8_6_JLy2D0fDqZ3zR1arH1RGyd1aIyKTR-mwRQLHD3E9bwNz7xGA6spJi2fVtQ
mobility boots,T4Y79wlgl20Blbp34GEvQr2Q8xrPZv-PSmB_SXLVHmrnCJ0,284,T2ZJ0OijpueZMqutkXpf52jSzGjGVxS8gE59bVPln84ET07CTshzpS4HSCcpMaBnBMNH4pDl17BTlg
bruniko,CrnUTytiyqKgL7CcNUDzZ86zsmOb7e6ZRjaIDH3lc7GVqRc,296,M-DT7FTO-7UO0JkJVRfBhXX3dNk5rsWVtTyrEcd8Ys3sPei_IC4a_WQKoXZ5NbvGAZyCrbwEDS4ExQ
Kingshape,Ju5vdcwWL1B6QM-6zuAbqsbBmrUItkvQdk3CxBMDxGgNU2Q,292,O0qzBfu3LiWc00OYp-Pmk-Cd-bbw6JYsLJ_m0TIbx7tx7z9kdf0hlOoHHd6TIi8zl_z_1wfXuazdQA
O Gato Galátco,TgTy1m-9DO7Ydh2Yg3lpKRpyJaX-b6qa1pxHLt1S4hfchCc,214,mHj2E3wW64Kx_RgKo4c_sjTaUoJx0yH7gHFSR4s9Iu3brtWoQ0DPAJVErj2wNQ4-jRkEWMwnr74_xw
ThaiIan,t42qceZ226P8Oze-40z_lEEXtuxaW8OXYfR1ZuVgAUuFfW4,219,17P7gfQHv1ar_1-O5fU27T2qppWZV2jMxCQzPUBtHTxjkvxFPgmcXmuB5tpwSFab-t9bS3mtaO_oDQ
boobast3,nQ37NPZnYH5PlZ1XxRWxN2pQECHNdZX9ErI0fjE326wxJmY,68,8Vj1BQjmLwraGoXWAWhInVS2bYGeiRk35eSfyqMcWi8C-OEb82BjhYtIXsq_ww9t3bsWp132i-6fUA
Filipe V,I5ztnDqrNkaXXkePM_0d4zehaY_jNBezx6GfdRlV5-cpZTY,399,kORhbRI2kAegpARkBZCwnoaqQWliBoKPZDFQaGdXt4Dkgs2JFVIWi2KoGTUmwX_rubPXWUJRxM3k2w
josoyNatan,WKTPN_ynHxUvcHN7tXcIwjLWpJ-qfi286_eRXMATCmlCLOY,185,Q-eaVCOln7EpHGcR481ZUUZ-pgq3iqAeCvAU1RJiqZjTes3EA8ZeYHYHIrnxhBSnGZX-dR66xxBOog
IaniaK2,2ggpIGd89ywnNbeKWmDhjxSlszKabYfl7FXtMcpiYQfgeWE,49,wyAEv8xNKYqg76jkgdE70ifGZNQpmcFyM3aGmVX1wIhFiZat5eERgL8qjSo_-RCCEEnHpGdbw4dWpw
Gamitera Hot Boy,8_xZ7nlu_4HQ6ffJNEqiNRU33A2mWDXRU07EoZtPMzaiXrw,356,_4gf1Gkz1cfs2Fhjqr9_wk61WUGNX-48d6Wxr36-2QATF-ddYcqZpn-AC_X1SLiy6oCN1hA7u8ROZg
Thule ,_xZKNGqK-C4l_Xs-0zqIfqgj6DEYvw-MILnbgvKWSNf3vzM,162,lQ8eWPST40UFWc6L4RrHf43yTvqP69gJzwt3gJla6FNCOhjP8ftfd5V_-zBP3ygO5IlLSxtCX4gBGA
Bidd,N9F2mIJEwRkDfFF4vponoL7Qz8f6LOT-gKb0QW3b24DJ_sg,448,wXoD-5DEK97z_7kQh8INDUj8BgIV6FBSEco9kOMQk_ZHjUHyFjoOKSnIwVj96NK_7T-J2Q4cSAcfyQ
Sabishi,KEgi5UO_2XBfGFOxCxIw8rf9uQbWeNoBDVrMhbOsDK970eQ,376,Fton1o5bfk1DxLSpk-XvMU-q39OfVaELvlMNnYL-7RPyTMhnLs55YqhA4tRcLYzuVfBynXltqSkWaw
vai o ramelão,Toj9i2Y9gMw8XtIrmSVIPQIVVwJKnwxHaFREmfkL_j8Em5s,80,jFLbznvOQWahNhEF2OR-X-O8lzsfGv9xC3_K5HySHHegqrM1yMHWNAF6gKQN_l4Grd7QFqaKde1OeQ
ArthurRT1,XE9dAxXLD99tGSGZfg345_y0vdPxezVE2wP369kyY-iFX6Y,244,_qhZ0uSHuUUhkhbeesr8Vbsnv-i9s4NaZYmEQF0sXOx-5vGYI0WUItNULUmI-K9B1q22nndd_XmGzQ
BARBOZAAAAAAAAAA,Rv-cEkoFsJPO2KBTx885mMjc0jPICUINevnJjgxb6K7-mIk,209,ycn22TaT7FyW99JBHfiqfZIq7AIVdCqmxpFWXn03rAd4JCo5MU8wllLayqG9VbSM_7QqO9L5xAzNRw
zskyreedz,ZWRAOyYBeTn7wg6Mp8UqYOorWg28EZbP0eaJKppoCVER3so,312,b4b75kjgtkTHABQZByfgu5ii2w3fi3GoRJzwsWeThnAm95gwZ5FNdSXlyDRglSG4ntef2Dey2whojQ
Peak,VldMrwM2or5P6Xcwj9kelWQi-xlJPMJVVRG5GAKWpSx5Z-4,316,sSJyh1MgnJle4I0ckPWbt_CyO77Qf8uWXDcjUw9a3rFwXZVH5oyc6wbJbSvYvgYDl7yM-DGSk929Ww
LeoJr,jVFxzkhkI1rBpo3aYVpgttBuYgZ4cW6Utfvms9MWCwbAQoI,314,KuXLZSNrUf8NzhESclTkGamA7aYBFcVQu_ivP9GIm7RfhMVuSUdUNN9-WwjFrJ9rs-5VQir3eVJwVg
Maceió2,dtRaydoYmacBZdaY8ih8bO8CPerwfcXgzOPk9gI4BSkEYx4,455,FoBwPULvISrVF-JstQIl9wzeIUjoesjiqmHMFDcN5eIzYBBqfC5iletq6esrdrgXmpulLQvUOGrUlA
Lokoloko123,B1EjVRG_E5ytzewuwddS0udOhnOSP5if9cB3zwcEa-hb6pk,128,ys3d-aIKBNhMhwApMoajjP_q1ysABqUe2GMOfKbm9YA0YPbXuIe345OFAyTFz_hZTOdg1uJQWXG9aw
Yurideboa,xaMAzMXS7HxNVpCk7ZA0XzRcKHh4iqQO6CvtTGiv0sikGX0,265,7bB9CwwrL8qwXtephuVVr4zTRapUOO5tMwkcPvaxR2Bj0G6C7GrGaldeRcYNrI-LN0HCYCX0N4Qcjg
SE TILTAR EHPIOR,3yv-auW5J2Lie94Q3hMcCkAqEVlHBVy9iJ5QYAEKAi1OLr8,388,zbXor6Kps1OHYvE21Em1Z3EINn6HDcKv-3SwWTia7OWmR6VdS1wspTy6TQcOfFDu1SsTMdvWrm65Rg
Ondrix,5VCNbAe3dEuiCkmv2qqmDnsaFmS_SLFQKBsczvgCx1KYWII,283,QcB6S1GPZfS0Fyt_YoCq98j-_-au2Tt6qOIVexj1ETruW1ofYBXXLH1r90H535_xmP4GeCM-bf3IVw
vamo dragon nmrl,3gMW7ts4o5yJkbFS1UsYWc00pINohNvSY-19L9O5hgJfmW4,228,R-S0Ge1230xjDedVK9XW-QzhehRvStMcXb_m7JtBKDf3DY3OyXdTQw6ZV1kMOF4nfHBGlgpJtTlo1g
Thrèsh Mechanics,N0bDDdZaTps6t8kqaUIccqCo4mMEMoyrgfc4szat51DUx3o,207,IzXXNqbmbCjfTgo7Q8KxDdvfTGrJLaO36JpXO9Qlj6na78hLctuwzihPqpsYWPzbPf3JeHuvRj4PWg
Kirry,glxfrDYOHVF391PvjfJwjYrqHONfCEVQAVU_vDfxt0NSogc,356,_jmBOUri63C2nRQV1pEQM1SOA8a-J-kMCUvUjuzkxOFSnVLSLl3Ukzc35dbgPMaOLe5q5wx458llew
Leozera is Real,TEEb2eg_vyCF_WD7H77d1wW48KShvsmEr39LAWyyUEAPli0,272,ZOiiR2CMGC-zXWk0C9_4iJAG_xfvujnQUCgEl2JnRe7LqmTwkRsSiFf0YTfc_UhpPhCm07bayazOMg
MrSparda,8H0CMVmjFtRLV31iR59joQv1RZskmx-8cgymWMhZPqT6yow,220,Px8KlUVj-ik1yStftWaDu4KGu39lfXmZVmfpCmtw6RYDUrikexaIBIri_R2K5VYrWkOrkQ8PQCpFhA
